"","score","text","class"
"234",5,"erick thohir sholat ied sama keluarga di mesjid at thohir di lanjut bagi sembako kepada karyawan mesjid at thohir selamat idul fitri mohon maaf lahir dan batin ","Positive"
"235",0,"rt kasubsi ayan tahan kanwil kemenkumham sulsel rusdin rk idul fitri yang berik kepada warga bina","Neutral"
"236",11,"rt apa kata mereka para mudik tentang terap one way ya mereka sangat bahagia rasa bantu dan mudah untu","Positive"
"237",8," cuaca wilayah banyuwangi kini umum cerah awan selamat raya idul fitri bagi yang raya ","Positive"
"238",0,"rt kepala rutan pinrang kanwil kemenkumham sulsel wahyu trah utomo damping kasubsi y rusdin serah cara simbol","Neutral"
"239",-1,"karena yang mulai ramadhan sama belum tentu bertemu idul fitri sama deep","Negative"
"240",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"241",4," selamat hari raya idul fitri","Positive"
"242",-1,"selamat hari raya idul fitri mohon maaf lahir dan batin mohon maaf jika lama ini sudah banyak salah salah ","Negative"
"243",4,"selamat raya idul fitri ","Positive"
"244",-1,"rt orang warga bina rutan pinrang kanwil kemenkumham sulsel dapat remisi khusus rk hari raya idul fitri tahun ","Negative"
"245",2,"rt sama bahkan momen baik idul fitri versi gue tuh pas shubuh belum salat iedkaya beda saja","Positive"
"246",1,"rt kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf","Positive"
"247",4," idul fitri ini waktu maaf maaf an maaf akal nya pakai dong mas ","Positive"
"248",9," h hepizen wah maaf banget buat kamu tunggu ya akan minaja bantu maksimal proses kirim ya kak mohon kesediaanya tunggu lebih dahulu ya moga paket segera kakak terima selamat idul fitri bagi saudara yang jalan thx rh","Positive"
"249",3,"idul fitri yang kesan habis salat ied kerjain presentasi lanjut bimbing sidang belum makan opor ih ","Positive"
"250",0,"rt kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidz","Neutral"
"251",5," selamat idul fitri mohon maaf lahir bathin","Positive"
"252",5," ini taqabbalallaahu minnaa wa minkum taqabbal ya kariim wa jaalanaallaahu wa iyyaakum minal aaidin wal faaiziin wal maqbuulin kullu amin wa antum bi khair selamat idul fitri mohon maaf lahir dan batin ","Positive"
"253",-1,"kakanwil kemenkumham jateng a yuspahruddinsuara takbir kumandang napi lapas brebes dapat remisi khusus idul fitri h kumhampasti bhpsemarang ayuspahruddin kemenkumhamjateng idulfitri h","Negative"
"254",0,"sesmat hari raya idul fitri ","Neutral"
"255",2," selamat raya idul fitri drunn sekal kadrun tetap lah jadi kadrun lama enggak ngadrun tl enggak rame ","Positive"
"256",4,"selamat hari raya idul fitri h","Positive"
"257",1,"lpba lebaran pertama bareng ayangselamat idul fitri semua mohon maaf lahir dan batin ","Positive"
"258",9,"kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri dapat jadi momentum kuat tali saudara dan satu demi wujud indonesia yang tangguh dan tumbuh tetapprokessaatlebaranbersama laksana sama ","Positive"
"259",1,"kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kadiv humas polriirjen pol prof dari dedi prasetyo sama hum sama sama tetapprokessaatlebaranbersama laksana sama ","Positive"
"260",0,"yuk raya hari raya idul fitri dengan tetap laksana sama utama maka masker untuk jaga diri dari sebar covid tetapprokessaatlebaranbersama laksana sama ","Neutral"
"261",5,"rt selamat hari raya idul fitri syawal h minal aidin wal faidzin mohon sama af lahir dan batin kapolrijenderal","Positive"
"262",4," selamat idul fitri juga omm nitip gantung kunci ","Positive"
"263",5,"selamat hari raya idul fitri h mohon maaf lahir batin ya ","Positive"
"264",1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
"265",9,"kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri dapat jadi momentum kuat tali saudara dan satu demi wujud indonesia yang tangguh dan tumbuh tetapprokessaatlebaranbersama laksana sama ","Positive"
"266",5," thrdariakungakasyik selamat hari raya idul fitri mohon maaf lahir batin","Positive"
"267",5,"selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir bathin ","Positive"
"268",5,"rt selamat hari raya idul fitri h taqobbalallahu minna wa minkum shiyamana wa shiyamakum mohon maaf lahir batin untuk teman ","Positive"
"269",5,"selamat hari raya idul fitri mohon maaf lahir batin bagi saudara umat muslim ","Positive"
"270",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"271",0,"rt open house di rumah soeharto saat idul fitri reistrivia ","Neutral"
"272",0,"rt kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal fa","Neutral"
"273",0,"rt ","Neutral"
"274",1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
"275",5,"kapolres pati akbp christian tobing si i kak si h sama h serta staf jajar dan bhayangkari ucap taqobalallahu minna wa minkum selamat hari raya idul fitri syawal h mohon maaf lahir dan batin ","Positive"
"276",5,"rt selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
"277",1,"taqabbalallahu minna waminkum shiyamana washiyamakumselamat hari raya idul fitri syawwal hijriyahminal aidin walfaizin mohon maaf lahir dan bathin","Positive"
"278",5," selamat hari raya idul fitri h mohon maaf lahir batin ","Positive"
"279",-1,"harap idul fitri harap jadi momentum seluruh masyarakat kembali ke fitra ","Negative"
"280",5,"rt sholat idul fitri di bal jaga oleh calang selamat hari raya idul fitri bagi yang raya mohon maaf lahir dan b","Positive"
"281",5,"selamat hari raya idul fitri maaf egar suka ngetwit kasar","Positive"
"282",0,"gubernur sumut edy rahmayadi dan wali kota medan bobby afif nasution laksana salat idul fitri h sama di lapang merdeka senin ","Neutral"
"283",-1,"rt di hari yang fitri ini kuketuk pintu maaf atas segala salah salah sikap dan kata kata yang kurang kenan selamat hari","Negative"
"284",6,"ikut senang lihat lebaran balik lagi kayak biasa selamat idul fitri buat teman yang raya ","Positive"
"285",4,"rt selamat hari raya idul fitri hmohon maaf lahir dan bathin iklan lawas gudang garam ","Positive"
"286",9,"rt jis memang top selamat hari raya idul fitri minal aidzin walfaidzin mohon maaf lahir dan bathin untuk semua ","Positive"
"287",0,"rt mau ikut shopeepay thr tapi harus follow like dan rt ya link nya kirim besok pagi ya hari ini mau silahturahmi","Neutral"
"288",5,"rt kami manajemen hololive indonesia ucap selamat hari raya idul fitri h untuk semua yang raya mohon maaf","Positive"
"289",0,"rt lihat bagaimana antusias warga yang ikut salat idul fitri di balai kota surabaya bahkan admin yakin enggak sih","Neutral"
"290",0,"presiden jokowi dan ibu iriana salat idul fitri di halaman istana yogyakarta jokowi salatied ","Neutral"
"291",4,"rt assalamualaikum wr wb di hari yang fitri ini semua wajah seri hati kembali bersih dan suci moga berkah senantia","Positive"
"292",8,"selamat hari raya idul fitri h moga di hari menang ini hati bisa ku menang juga ","Positive"
"293",-3," salam siang numpang nge follow tunggu follback nya yaselamat idul fitri mhn maaf lahir dan batin","Negative"
"294",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"295",5,"taqobballahuminna wa minkum taqobbal ya kariim selamat hari raya idul fitri hijriah minal aidzin wal faidzin mohon maaf lahir dan batin ","Positive"
"296",1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
"297",5," assalaamu alaikum warrahmatullahi wabarakaatuhbang udin selamat idul fitri syawal h mohon maaf lahir batin taqabbalallahu minna wa minkum barakallahu fiikum ","Positive"
"298",9,"selamat hari raya idul fitri minal aidin wal faidzin mohon maaf lahir batin moga kita semua kembali bersih dan suci kumhamsemakinpasti bapasbogor pastibageur ","Positive"
"299",8,"segenap admin penting los ucap selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
"300",1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
"301",5," selamat hari raya idul fitri h mohon maaf lahir batin ","Positive"
"302",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"303",2,"lembaga masyarakat kelas iia tanjungpinang saata ini huni oleh orang per tanggal mei dari jumlah itu orang warga bina masyarakat yang agama islam nyata penuh syarat untuk usul dapat remisi khusus hari raya idul fitri tahun ","Positive"
"304",-10,"apa cuma saat idul fitri wanita bisa minta maaf dan ngakuin salah dluan kalo begitu tiap ada masalah pen idul fitri terus saja deh wkwk","Negative"
"305",4,"selamat hari raya idul fitri h jangan lupa maaf diri sendiri belum maaf orang lain ","Positive"
"306",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"307",5,"yes syawal h ada ini nih selamat lebaran idul fitri mohon maaf lahir batin","Positive"
"308",0,"dalamsejarahislam raya idul fitri pertama kali selenggara pada masehi atau tahun ke hijriyah waktu raya sebut tepat dengan selesai perang badar yang menang oleh kaum muslimin","Neutral"
"309",6,"yang rasa kurang cuman taraweh kemarin blas ra rajin nek luweh rajin mesti aura idul fitri bakal lebih mantap mugo mugo tahun harap iso komplit paket puasane plus tarweh ndarus l iktikaf ben idul fitri ini rasa luwih nikmat ","Positive"
"310",0,"rt ya sekal lagi karena puasa ramadan dan salat idul fitri itu bukan kalender patok jadi bisa saja cara kalender ki","Neutral"
"311",4,"selamat hari raya idul fitrimohon maaf lahir dan batin ","Positive"
"312",12,"selamat hari raya idul fitri h lebaran tahun ini kita wajib patuh protokol sehat dengan laksana sama dan tetap waspada karena covid belum penuh hilang tetapprokessaatlebaranbersama laksana sama ","Positive"
"313",0,"rt taqabbalallahu minna wa minkum taqabbal ya karimwa saja alanallahu wa iyyakum minal aidin wal faizin wal maqbulina kullu","Neutral"
"314",7,"rt salam dan semangat idul fitri hijriah dari keluarga besar sita tangerang terus kanp rjuangan sita pe","Positive"
"315",5," makan pagi pakai sambal teri lauk pakai ikan patin selamat hari raya idul fitri mohon maaf lahir dan batin monggo kalo mau kasih thr ","Positive"
"316",1,"bagi sahabat yang raya selamat idul fitri syawal h taqobbal allahu minna waminkum mohon maaf lahir bathin atas semua salah khilaf ","Positive"
"317",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"318",4,"selamat idul fitri h","Positive"
"319",1,"salah satu tradisi lebaran adalah ndelok arek cilik makaryo selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
"320",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"321",5,"personil polsek srandakan laksana aman giat malam takbir idul fitri h tahun sama di panjang jalan srandakan dari bundar srandakan sampai dengan sapuangin minggu malam ","Positive"
"322",4," selamat hari raya idul fitri maaf lahir bathin ","Positive"
"323",4,"rt andai jemari tack sempat brjbat andai raga tack dapat btatap iring bedug yang mnggma seru takbir yang brkumandang quhaturka","Positive"
"324",1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
"325",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"326",4,"selamat hari raya idul fitri buat yang raya ","Positive"
"327",4,"selamat hari raya idul fitri ","Positive"
"328",4," selamat hari raya idul fitri","Positive"
"329",5,"rt selamat idul fitri all mohon maaf lahir dan batin yang lagi mudik selamat bertemu dengan keluarga besarsemoga tahun","Positive"
"330",4,"selamat hari raya idul fitri h lebaran laksana sama tetap guna masker saat laksana sholat ied tetapprokessaatlebaranbersama laksana sama ","Positive"
"331",4,"sama forkopimda dandim terus laksana aman malam takbir sambut hari raya idul fitri","Positive"
"332",5,"jnicc embassy of india ini jakarta ucap selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan bathin ","Positive"
"333",0," idul fitri tahun ini lagi enggak pengin ribet ribet ","Neutral"
"334",0,"kakanwil kemenkumham jateng a yuspahruddinmomen idul fitri h lapas brebes fasilitas wbp bertemu keluarga cara virtual kumhampasti bhpsemarang ayuspahruddin kemenkumhamjateng idulfitri h","Neutral"
"335",5,"selamat hari raya idul fitri syawal h minal aidin wal faizin mohon maaf lahir dan batin ","Positive"
"336",6,"selamat hari raya idul fitri mohon maaf ya kalau ada cuit saya yang tusuk hati hehe ","Positive"
"337",1,"kabidhumas polda kalbar kombes pol jansen avitus panjaitan si i kak sama h serta stafmengucapkanselamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
"338",4,"atase didik dan budaya kbri riyadh ucap selamat hari raya idul fitri h ","Positive"
"339",5,"rt selamat hari raya idul fitri h taqabbalallahu minna wa minkum shiyamana wa shiyamakum minal aidin wal faizin mohon","Positive"
"340",1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
"341",1," selamat hari raya idul fitri syawal h mohon maaf lahir bathin atas segala khilaf dan salah ","Positive"
"342",0," sami njih ndan kawulo ugi ngaturaken wilujeng idul fitri nyuwun agunging pangapunten mugi kito kanugrahan jatining fitrah saking gusti ingkang moho pemurahaamiin yra ","Neutral"
"343",0,"gubernur jateng ganjar pranowo tuna salat idul fitri di lapang simpanglima semarang ","Neutral"
"344",4," eid mubarak taqabbalallahu minna wa minkum selamat hari raya idul fitri syawal hijriah buat ","Positive"
"345",7," kasubsi ayan tahan bacak surat putus suka remisi khusus agama idul fitri hijriah dan berik cara simbolis kepada orang warga bina tidak ada orang yang dapat remisi suai syarat baik subtantif maupun administratif ","Positive"
"346",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
